row_id;order_id;order_date;ship_date;ship_mode;customer_id;product_id
4741;CA-2018-164364;2023-02-10;2023-02-14;Standard Class;CS-12355;OFF-LA-10004853
4742;CA-2018-164364;2023-02-10;2023-02-14;Standard Class;CS-12355;OFF-AR-10000315
4743;CA-2018-164364;2023-02-10;2023-02-14;Standard Class;CS-12355;OFF-SU-10000381
4744;CA-2018-168123;2022-06-03;2022-06-03;Same Day;JD-16060;OFF-FA-10002763
4745;CA-2018-168123;2022-06-03;2022-06-03;Same Day;JD-16060;OFF-ST-10000877
4746;CA-2018-168123;2022-06-03;2022-06-03;Same Day;JD-16060;OFF-BI-10001071
4747;CA-2018-168123;2022-06-03;2022-06-03;Same Day;JD-16060;OFF-BI-10001097
4748;CA-2017-120005;2021-06-01;2021-06-01;Same Day;TS-21160;OFF-SU-10004782
4749;CA-2017-120005;2021-06-01;2021-06-01;Same Day;TS-21160;FUR-FU-10000672
4750;CA-2017-123526;2022-03-24;2022-03-25;First Class;BV-11245;OFF-PA-10002986
4751;CA-2017-127649;2022-01-05;2022-01-07;First Class;DL-13495;TEC-MA-10001972
4752;CA-2017-159989;2022-03-09;2022-03-13;Standard Class;EB-13870;TEC-PH-10000169
4753;CA-2018-103499;2023-02-18;2023-02-22;Standard Class;ES-14020;FUR-CH-10001482
4754;US-2016-167220;2021-03-12;2021-03-16;Standard Class;JB-15925;TEC-AC-10002018
4755;CA-2018-126354;2022-05-04;2022-05-09;Standard Class;SC-20380;OFF-BI-10000301
4756;CA-2018-126354;2022-05-04;2022-05-09;Standard Class;SC-20380;OFF-PA-10004381
4757;CA-2018-169817;2022-12-20;2022-12-24;Standard Class;EB-13870;OFF-BI-10004141
4758;US-2018-144582;2022-07-29;2022-08-03;Standard Class;TC-21475;OFF-BI-10001575
4759;CA-2015-121573;2020-02-01;2020-02-05;Standard Class;SG-20605;TEC-PH-10000984
4760;CA-2015-121573;2020-02-01;2020-02-05;Standard Class;SG-20605;OFF-BI-10000666
4761;CA-2015-121573;2020-02-01;2020-02-05;Standard Class;SG-20605;OFF-BI-10003712
4762;CA-2017-117660;2022-03-30;2022-04-04;Standard Class;BM-11785;OFF-LA-10003720
4763;CA-2017-117660;2022-03-30;2022-04-04;Standard Class;BM-11785;OFF-SU-10001664
4764;CA-2015-112851;2019-12-16;2019-12-20;Standard Class;NR-18550;OFF-EN-10001453
4765;CA-2018-123701;2023-02-22;2023-02-25;First Class;PG-18820;OFF-AR-10001860
4766;CA-2016-118227;2020-07-23;2020-07-27;Standard Class;DB-13270;OFF-AR-10001044
4767;CA-2016-123155;2020-06-07;2020-06-10;First Class;NS-18640;TEC-AC-10002473
4768;CA-2016-123155;2020-06-07;2020-06-10;First Class;NS-18640;TEC-PH-10001809
4769;CA-2018-158883;2022-08-31;2022-09-01;Same Day;CS-11860;OFF-PA-10004733
4770;US-2017-114888;2021-12-18;2021-12-23;Second Class;CC-12430;OFF-BI-10003355
4771;US-2017-114888;2021-12-18;2021-12-23;Second Class;CC-12430;OFF-SU-10001212
4772;US-2015-167262;2020-01-29;2020-02-01;Second Class;AC-10450;TEC-PH-10000486
4773;CA-2018-119746;2023-02-21;2023-02-25;Standard Class;CM-12385;FUR-FU-10004909
4774;CA-2018-119746;2023-02-21;2023-02-25;Standard Class;CM-12385;OFF-LA-10001613
4775;CA-2018-119746;2023-02-21;2023-02-25;Standard Class;CM-12385;TEC-PH-10004447
4776;CA-2018-108091;2023-02-14;2023-02-19;Standard Class;EK-13795;OFF-AR-10000255
4777;CA-2017-101630;2021-05-20;2021-05-24;Second Class;CK-12760;OFF-LA-10004425
4778;CA-2017-101630;2021-05-20;2021-05-24;Second Class;CK-12760;OFF-SU-10001664
4779;CA-2018-132346;2023-02-05;2023-02-09;Standard Class;PK-19075;OFF-AP-10000696
4780;CA-2015-150301;2019-10-06;2019-10-08;First Class;MH-18025;FUR-CH-10002647
4781;CA-2015-159310;2020-02-05;2020-02-10;Standard Class;SC-20725;FUR-CH-10002758
4782;CA-2015-159310;2020-02-05;2020-02-10;Standard Class;SC-20725;OFF-BI-10000201
4783;CA-2015-159310;2020-02-05;2020-02-10;Standard Class;SC-20725;OFF-SU-10004115
4784;US-2018-147984;2022-04-28;2022-05-02;Standard Class;GB-14575;OFF-PA-10000806
4785;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;OFF-AR-10001473
4786;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;FUR-BO-10003450
4787;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;OFF-AR-10001545
4788;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;TEC-AC-10004396
4789;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;FUR-FU-10002456
4790;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;FUR-FU-10001473
4791;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;FUR-TA-10000849
4792;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;OFF-PA-10001166
4793;CA-2016-104346;2021-03-11;2021-03-16;Standard Class;IM-15070;OFF-PA-10003256
4794;US-2016-141684;2020-09-27;2020-10-02;Standard Class;MM-18055;OFF-PA-10002870
4795;CA-2016-144722;2020-06-14;2020-06-21;Standard Class;MF-18250;FUR-FU-10001215
4796;CA-2016-120516;2020-11-11;2020-11-15;Standard Class;CK-12595;OFF-BI-10004187
4797;US-2017-148901;2021-08-12;2021-08-17;Standard Class;MK-17905;OFF-BI-10001718
4798;US-2017-148901;2021-08-12;2021-08-17;Standard Class;MK-17905;OFF-PA-10004983
4799;US-2017-148901;2021-08-12;2021-08-17;Standard Class;MK-17905;FUR-FU-10002396
4800;US-2017-148901;2021-08-12;2021-08-17;Standard Class;MK-17905;TEC-PH-10003988
4801;US-2017-148901;2021-08-12;2021-08-17;Standard Class;MK-17905;OFF-AR-10002467
4802;US-2017-148901;2021-08-12;2021-08-17;Standard Class;MK-17905;OFF-BI-10004002
4803;US-2017-148901;2021-08-12;2021-08-17;Standard Class;MK-17905;OFF-BI-10002309
4804;CA-2018-136364;2022-10-11;2022-10-15;Second Class;MH-17455;TEC-PH-10003885
4805;CA-2018-136364;2022-10-11;2022-10-15;Second Class;MH-17455;FUR-FU-10002501
4806;CA-2016-137708;2021-02-20;2021-02-23;Second Class;NG-18430;OFF-PA-10000176
4807;CA-2016-137708;2021-02-20;2021-02-23;Second Class;NG-18430;OFF-PA-10000327
4808;CA-2016-137708;2021-02-20;2021-02-23;Second Class;NG-18430;OFF-ST-10004634
4809;CA-2015-149055;2020-02-21;2020-02-26;Standard Class;PB-19210;OFF-EN-10003040
4810;CA-2016-151589;2021-03-27;2021-03-30;First Class;RE-19450;OFF-PA-10003228
4811;CA-2016-151589;2021-03-27;2021-03-30;First Class;RE-19450;TEC-PH-10004345
4812;CA-2017-121370;2022-02-12;2022-02-17;Second Class;EB-14110;FUR-CH-10000785
4813;CA-2017-121370;2022-02-12;2022-02-17;Second Class;EB-14110;TEC-CO-10004115
4814;CA-2017-121370;2022-02-12;2022-02-17;Second Class;EB-14110;FUR-FU-10002813
4815;CA-2017-111696;2021-08-06;2021-08-08;First Class;TB-21625;OFF-PA-10002751
4816;CA-2015-139598;2020-03-25;2020-03-30;Standard Class;MG-17695;OFF-PA-10004569
4817;CA-2015-139598;2020-03-25;2020-03-30;Standard Class;MG-17695;OFF-AP-10002998
4818;CA-2015-139598;2020-03-25;2020-03-30;Standard Class;MG-17695;OFF-AP-10003287
4819;CA-2015-139598;2020-03-25;2020-03-30;Standard Class;MG-17695;OFF-ST-10001370
4820;CA-2018-117436;2022-09-06;2022-09-12;Standard Class;LW-17125;OFF-BI-10004040
4821;CA-2016-140025;2020-07-06;2020-07-10;Standard Class;PF-19120;OFF-AP-10002651
4822;CA-2016-140025;2020-07-06;2020-07-10;Standard Class;PF-19120;TEC-AC-10002402
4823;CA-2017-134222;2021-10-08;2021-10-09;Same Day;NZ-18565;OFF-BI-10001658
4824;CA-2017-140018;2022-02-19;2022-02-24;Standard Class;CK-12205;TEC-MA-10000752
4825;CA-2017-140018;2022-02-19;2022-02-24;Standard Class;CK-12205;FUR-CH-10003817
4826;CA-2017-140018;2022-02-19;2022-02-24;Standard Class;CK-12205;FUR-FU-10001876
4827;US-2018-136707;2023-02-10;2023-02-13;First Class;JE-15610;OFF-BI-10003460
4828;CA-2015-152562;2020-01-30;2020-02-06;Standard Class;JO-15145;OFF-ST-10000464
4829;CA-2015-152562;2020-01-30;2020-02-06;Standard Class;JO-15145;OFF-AR-10001919
4830;CA-2017-152408;2021-08-13;2021-08-19;Standard Class;TT-21220;OFF-BI-10002393
4831;CA-2015-120278;2020-02-05;2020-02-10;Standard Class;MS-17365;OFF-AP-10001293
4832;CA-2015-120278;2020-02-05;2020-02-10;Standard Class;MS-17365;OFF-ST-10004258
4833;CA-2015-120278;2020-02-05;2020-02-10;Standard Class;MS-17365;OFF-ST-10002214
4834;CA-2015-120278;2020-02-05;2020-02-10;Standard Class;MS-17365;OFF-BI-10004970
4835;CA-2018-167661;2023-01-03;2023-01-08;Standard Class;MP-18175;OFF-BI-10002571
4836;CA-2018-167661;2023-01-03;2023-01-08;Standard Class;MP-18175;OFF-PA-10002581
4837;CA-2018-167661;2023-01-03;2023-01-08;Standard Class;MP-18175;OFF-BI-10001097
4838;CA-2018-106831;2022-08-30;2022-09-01;First Class;FH-14350;OFF-BI-10003429
4839;CA-2018-106831;2022-08-30;2022-09-01;First Class;FH-14350;OFF-PA-10000682
4840;CA-2018-106831;2022-08-30;2022-09-01;First Class;FH-14350;TEC-PH-10001700
4841;CA-2018-154123;2023-02-18;2023-02-23;Standard Class;SC-20050;FUR-FU-10000629
4842;CA-2017-136049;2022-03-23;2022-03-28;Standard Class;NM-18520;OFF-BI-10001267
4843;CA-2018-118402;2022-12-28;2023-01-02;Standard Class;JO-15280;OFF-ST-10001418
4844;US-2017-139388;2022-02-05;2022-02-07;First Class;CC-12475;OFF-FA-10004968
4845;US-2015-128685;2019-07-03;2019-07-04;First Class;MZ-17515;OFF-BI-10004140
4846;CA-2016-124044;2020-10-21;2020-10-24;Second Class;MS-17830;OFF-BI-10003460
4847;CA-2015-164469;2019-09-23;2019-09-25;Second Class;GK-14620;TEC-PH-10002115
4848;CA-2015-164469;2019-09-23;2019-09-25;Second Class;GK-14620;OFF-AR-10003478
4849;CA-2015-164469;2019-09-23;2019-09-25;Second Class;GK-14620;OFF-AR-10000475
4850;CA-2015-107818;2019-12-07;2019-12-13;Standard Class;MC-17275;OFF-AR-10003045
4851;CA-2015-107818;2019-12-07;2019-12-13;Standard Class;MC-17275;FUR-CH-10000454
4852;CA-2015-107818;2019-12-07;2019-12-13;Standard Class;MC-17275;OFF-AR-10000380
4853;CA-2015-107818;2019-12-07;2019-12-13;Standard Class;MC-17275;OFF-ST-10000736
4854;CA-2015-113320;2020-03-11;2020-03-14;Second Class;LH-17155;FUR-FU-10004270
4855;CA-2015-113320;2020-03-11;2020-03-14;Second Class;LH-17155;OFF-ST-10000617
4856;CA-2015-113320;2020-03-11;2020-03-14;Second Class;LH-17155;FUR-FU-10001706
4857;CA-2016-137526;2020-04-12;2020-04-16;Standard Class;PB-19150;OFF-BI-10003364
4858;CA-2016-137526;2020-04-12;2020-04-16;Standard Class;PB-19150;FUR-FU-10001861
4859;CA-2016-137526;2020-04-12;2020-04-16;Standard Class;PB-19150;FUR-FU-10004845
4860;CA-2018-136063;2023-03-15;2023-03-19;Standard Class;SS-20140;OFF-AR-10000823
4861;CA-2017-101546;2022-03-18;2022-03-24;Standard Class;GK-14620;OFF-BI-10001359
4862;CA-2015-138940;2019-07-10;2019-07-15;Second Class;GM-14455;TEC-PH-10001835
4863;CA-2017-125164;2022-02-08;2022-02-12;Standard Class;SH-19975;OFF-BI-10001191
4864;CA-2017-125164;2022-02-08;2022-02-12;Standard Class;SH-19975;OFF-BI-10003982
4865;CA-2018-163531;2022-09-24;2022-09-28;Standard Class;SC-20725;TEC-PH-10001425
4866;CA-2018-122490;2023-02-11;2023-02-16;Standard Class;TT-21070;FUR-CH-10001215
4867;CA-2018-122490;2023-02-11;2023-02-16;Standard Class;TT-21070;OFF-BI-10001718
4868;CA-2018-122490;2023-02-11;2023-02-16;Standard Class;TT-21070;OFF-ST-10000991
4869;CA-2018-122490;2023-02-11;2023-02-16;Standard Class;TT-21070;OFF-LA-10001613
4870;CA-2018-131366;2023-02-22;2023-02-27;Standard Class;SC-20440;TEC-PH-10003437
4871;CA-2018-131366;2023-02-22;2023-02-27;Standard Class;SC-20440;OFF-PA-10000675
4872;CA-2018-164042;2022-08-21;2022-08-25;Standard Class;KL-16645;OFF-FA-10000840
4873;CA-2018-164042;2022-08-21;2022-08-25;Standard Class;KL-16645;OFF-AP-10001947
4874;CA-2018-164042;2022-08-21;2022-08-25;Standard Class;KL-16645;OFF-ST-10002301
4875;CA-2018-164042;2022-08-21;2022-08-25;Standard Class;KL-16645;OFF-BI-10001922
4876;CA-2015-132864;2020-03-01;2020-03-06;Standard Class;KN-16390;TEC-AC-10001267
4877;US-2015-155817;2020-01-01;2020-01-07;Standard Class;SL-20155;OFF-ST-10000532
4878;US-2015-155817;2020-01-01;2020-01-07;Standard Class;SL-20155;OFF-AR-10002335
4879;US-2017-131891;2021-10-27;2021-10-29;First Class;PW-19240;OFF-BI-10000201
4880;CA-2018-143567;2023-01-31;2023-02-03;Second Class;TB-21175;OFF-EN-10004846
4881;CA-2018-143567;2023-01-31;2023-02-03;Second Class;TB-21175;FUR-CH-10000454
4882;CA-2018-143567;2023-01-31;2023-02-03;Second Class;TB-21175;TEC-AC-10004145
4883;CA-2018-143567;2023-01-31;2023-02-03;Second Class;TB-21175;OFF-ST-10001580
4884;CA-2018-104080;2022-06-06;2022-06-13;Standard Class;AH-10210;OFF-BI-10003876
4885;CA-2018-104080;2022-06-06;2022-06-13;Standard Class;AH-10210;OFF-AR-10001972
4886;CA-2015-151379;2020-03-15;2020-03-19;Standard Class;SC-20695;OFF-PA-10000595
4887;CA-2017-163167;2022-02-26;2022-03-01;Second Class;RF-19345;FUR-CH-10004477
4888;CA-2017-163167;2022-02-26;2022-03-01;Second Class;RF-19345;TEC-AC-10003441
4889;CA-2017-163167;2022-02-26;2022-03-01;Second Class;RF-19345;OFF-ST-10004459
4890;CA-2017-163167;2022-02-26;2022-03-01;Second Class;RF-19345;OFF-ST-10003805
4891;CA-2017-135776;2022-03-23;2022-03-30;Standard Class;EH-13765;OFF-AR-10001246
4892;CA-2017-135776;2022-03-23;2022-03-30;Standard Class;EH-13765;OFF-PA-10001295
4893;CA-2017-135776;2022-03-23;2022-03-30;Standard Class;EH-13765;OFF-AR-10001231
4894;CA-2017-135776;2022-03-23;2022-03-30;Standard Class;EH-13765;OFF-ST-10002743
4895;CA-2017-135776;2022-03-23;2022-03-30;Standard Class;EH-13765;OFF-PA-10004327
4896;CA-2017-135776;2022-03-23;2022-03-30;Standard Class;EH-13765;OFF-EN-10004773
4897;CA-2017-135776;2022-03-23;2022-03-30;Standard Class;EH-13765;OFF-ST-10003470
4898;US-2015-122021;2020-01-13;2020-01-15;First Class;AC-10660;FUR-CH-10003761
4899;US-2015-122021;2020-01-13;2020-01-15;First Class;AC-10660;OFF-PA-10002230
4900;CA-2017-130484;2021-11-20;2021-11-25;Standard Class;SG-20470;OFF-BI-10000088
4901;CA-2018-120936;2023-03-17;2023-03-21;Standard Class;CA-12310;OFF-ST-10001526
4902;CA-2018-120936;2023-03-17;2023-03-21;Standard Class;CA-12310;OFF-SU-10002557
4903;CA-2018-110884;2022-06-05;2022-06-10;Standard Class;SH-20395;OFF-BI-10003669
4904;CA-2018-110884;2022-06-05;2022-06-10;Standard Class;SH-20395;OFF-LA-10003510
4905;US-2015-161613;2020-02-29;2020-03-02;Second Class;MC-17605;FUR-CH-10003746
4906;US-2015-146353;2020-01-12;2020-01-14;Second Class;JE-15610;OFF-BI-10003476
4907;US-2015-146353;2020-01-12;2020-01-14;Second Class;JE-15610;OFF-ST-10001469
4908;CA-2015-133809;2020-02-16;2020-02-21;Second Class;MS-17530;OFF-BI-10001757
4909;CA-2015-133809;2020-02-16;2020-02-21;Second Class;MS-17530;TEC-PH-10004875
4910;CA-2018-127306;2022-04-14;2022-04-18;Standard Class;BH-11710;OFF-EN-10001219
4911;CA-2018-127306;2022-04-14;2022-04-18;Standard Class;BH-11710;OFF-PA-10000019
4912;CA-2018-127306;2022-04-14;2022-04-18;Standard Class;BH-11710;TEC-PH-10001924
4913;CA-2018-127306;2022-04-14;2022-04-18;Standard Class;BH-11710;OFF-BI-10002003
4914;CA-2018-127306;2022-04-14;2022-04-18;Standard Class;BH-11710;OFF-BI-10003727
4915;CA-2016-161830;2020-12-23;2020-12-25;Second Class;ME-17725;OFF-AR-10004042
4916;CA-2016-161830;2020-12-23;2020-12-25;Second Class;ME-17725;OFF-BI-10001097
4917;CA-2018-163125;2023-01-07;2023-01-09;Second Class;MB-17305;OFF-AR-10004344
4918;CA-2018-163125;2023-01-07;2023-01-09;Second Class;MB-17305;FUR-CH-10001802
4919;CA-2017-160304;2021-04-02;2021-04-07;Standard Class;BM-11575;FUR-BO-10004709
4920;CA-2017-160304;2021-04-02;2021-04-07;Standard Class;BM-11575;TEC-PH-10000455
4921;CA-2018-101728;2022-11-17;2022-11-21;Standard Class;SC-20575;OFF-BI-10002393
4922;CA-2018-114055;2023-03-25;2023-03-29;Second Class;MH-18115;OFF-PA-10004381
4923;CA-2018-114055;2023-03-25;2023-03-29;Second Class;MH-18115;OFF-FA-10003059
4924;CA-2018-114055;2023-03-25;2023-03-29;Second Class;MH-18115;OFF-PA-10000994
4925;CA-2018-114055;2023-03-25;2023-03-29;Second Class;MH-18115;TEC-PH-10002890
4926;CA-2018-126438;2022-12-09;2022-12-12;First Class;AR-10345;OFF-AR-10003338
4927;CA-2018-117653;2023-01-17;2023-01-21;Standard Class;MO-17500;FUR-TA-10003008
4928;CA-2018-143245;2023-03-01;2023-03-06;Standard Class;AD-10180;OFF-PA-10001972
4929;CA-2018-143245;2023-03-01;2023-03-06;Standard Class;AD-10180;FUR-CH-10000155
4930;US-2015-138828;2019-12-01;2019-12-02;First Class;KD-16345;OFF-AR-10000658
4931;US-2015-138828;2019-12-01;2019-12-02;First Class;KD-16345;OFF-PA-10000349
4932;CA-2018-143651;2022-06-23;2022-06-28;Standard Class;FM-14215;OFF-AR-10001446
4933;CA-2016-106978;2020-12-27;2021-01-02;Standard Class;ZC-21910;OFF-EN-10004483
4934;CA-2016-106978;2020-12-27;2021-01-02;Standard Class;ZC-21910;OFF-BI-10002012
4935;CA-2016-106978;2020-12-27;2021-01-02;Standard Class;ZC-21910;OFF-FA-10003021
4936;CA-2016-155124;2020-06-13;2020-06-19;Standard Class;KS-16300;TEC-PH-10003356
4937;CA-2018-150931;2022-04-06;2022-04-13;Standard Class;DP-13390;OFF-BI-10004728
4938;CA-2015-157147;2019-04-13;2019-04-18;Standard Class;BD-11605;OFF-ST-10000078
4939;CA-2015-157147;2019-04-13;2019-04-18;Standard Class;BD-11605;FUR-BO-10003034
4940;CA-2015-157147;2019-04-13;2019-04-18;Standard Class;BD-11605;OFF-AR-10003514
4941;CA-2016-156482;2020-05-06;2020-05-13;Standard Class;IL-15100;FUR-CH-10001708
4942;CA-2016-156482;2020-05-06;2020-05-13;Standard Class;IL-15100;FUR-BO-10002598
4943;CA-2016-156482;2020-05-06;2020-05-13;Standard Class;IL-15100;OFF-AR-10001022
4944;CA-2018-106782;2023-03-21;2023-03-27;Standard Class;LP-17095;OFF-ST-10004459
4945;CA-2017-151372;2021-12-04;2021-12-05;First Class;JH-15985;OFF-PA-10004381
4946;CA-2017-151372;2021-12-04;2021-12-05;First Class;JH-15985;OFF-BI-10000050
4947;CA-2017-151372;2021-12-04;2021-12-05;First Class;JH-15985;OFF-FA-10000304
4948;CA-2015-102085;2020-01-02;2020-01-07;Standard Class;JD-16015;OFF-LA-10002475
4949;CA-2018-107125;2023-02-25;2023-03-02;Standard Class;BD-11320;OFF-BI-10001989
4950;CA-2018-107125;2023-02-25;2023-03-02;Standard Class;BD-11320;FUR-FU-10000732
4951;CA-2017-125815;2022-01-26;2022-01-30;Second Class;DL-13330;OFF-AR-10004441
4952;CA-2016-144190;2020-09-07;2020-09-11;Standard Class;NC-18415;OFF-PA-10000304
4953;CA-2018-117926;2023-03-08;2023-03-12;Second Class;AS-10225;OFF-AP-10002670
4954;CA-2016-153906;2020-06-14;2020-06-18;Standard Class;MS-17980;TEC-PH-10001527
4955;CA-2015-160262;2019-09-07;2019-09-11;Second Class;TS-21205;OFF-AR-10002335
4956;CA-2015-160262;2019-09-07;2019-09-11;Second Class;TS-21205;OFF-PA-10003641
4957;CA-2015-160262;2019-09-07;2019-09-11;Second Class;TS-21205;FUR-FU-10002685
4958;CA-2016-127607;2020-06-18;2020-06-24;Standard Class;JK-15730;OFF-BI-10001308
4959;CA-2016-127607;2020-06-18;2020-06-24;Standard Class;JK-15730;OFF-FA-10003485
4960;CA-2017-166226;2022-02-16;2022-02-20;Standard Class;TC-21535;TEC-PH-10003357
4961;CA-2017-166226;2022-02-16;2022-02-20;Standard Class;TC-21535;OFF-AP-10002867
4962;CA-2015-156587;2019-06-05;2019-06-06;First Class;AB-10015;FUR-CH-10004477
4963;CA-2015-156587;2019-06-05;2019-06-06;First Class;AB-10015;OFF-AR-10001427
4964;CA-2015-156587;2019-06-05;2019-06-06;First Class;AB-10015;OFF-ST-10002344
4965;CA-2017-141180;2021-08-13;2021-08-17;Second Class;DP-13000;OFF-BI-10000301
4966;CA-2016-109708;2020-08-23;2020-08-26;Second Class;CY-12745;TEC-PH-10001944
4967;CA-2016-122406;2020-10-31;2020-11-03;Second Class;BE-11455;TEC-PH-10001527
4968;CA-2016-122406;2020-10-31;2020-11-03;Second Class;BE-11455;OFF-PA-10001307
4969;CA-2016-122406;2020-10-31;2020-11-03;Second Class;BE-11455;TEC-AC-10004571
4970;CA-2016-122406;2020-10-31;2020-11-03;Second Class;BE-11455;FUR-CH-10001973
4971;US-2017-153815;2022-02-04;2022-02-07;First Class;KL-16555;FUR-CH-10000513
4972;US-2017-153815;2022-02-04;2022-02-07;First Class;KL-16555;OFF-PA-10002421
4973;US-2017-153815;2022-02-04;2022-02-07;First Class;KL-16555;FUR-FU-10004090
4974;US-2017-153815;2022-02-04;2022-02-07;First Class;KL-16555;OFF-PA-10004071
4975;CA-2017-164896;2022-02-05;2022-02-10;Standard Class;PS-19045;OFF-PA-10002246
4976;CA-2016-142202;2020-12-17;2020-12-22;Second Class;JR-16210;TEC-AC-10003198
4977;CA-2016-165050;2021-03-07;2021-03-09;First Class;AH-10210;OFF-BI-10001031
4978;CA-2016-165050;2021-03-07;2021-03-09;First Class;AH-10210;OFF-BI-10003727
4979;CA-2016-165050;2021-03-07;2021-03-09;First Class;AH-10210;TEC-PH-10001336
4980;US-2017-131114;2022-03-09;2022-03-13;Second Class;RW-19630;OFF-SU-10001664
4981;US-2017-131114;2022-03-09;2022-03-13;Second Class;RW-19630;OFF-AP-10003971
4982;US-2017-131114;2022-03-09;2022-03-13;Second Class;RW-19630;TEC-AC-10000199
4983;CA-2015-160066;2020-02-14;2020-02-20;Standard Class;AH-10075;OFF-LA-10001045
4984;CA-2017-109925;2022-02-04;2022-02-08;Second Class;IM-15070;OFF-ST-10003442
4985;CA-2016-160696;2020-12-05;2020-12-09;Standard Class;CK-12760;OFF-FA-10003059
4986;CA-2015-125171;2019-12-02;2019-12-02;Same Day;AG-10390;OFF-LA-10001175
4987;CA-2017-149279;2021-07-23;2021-07-27;Standard Class;CL-12700;OFF-PA-10003441
4988;CA-2017-149279;2021-07-23;2021-07-27;Standard Class;CL-12700;FUR-CH-10004287
4989;CA-2017-149279;2021-07-23;2021-07-27;Standard Class;CL-12700;OFF-BI-10004040
4990;CA-2018-107321;2022-11-29;2022-12-03;Standard Class;AW-10930;OFF-BI-10004022
4991;CA-2018-107321;2022-11-29;2022-12-03;Standard Class;AW-10930;TEC-PH-10002200
4992;US-2018-122714;2023-03-07;2023-03-13;Standard Class;HG-14965;OFF-BI-10001120
4993;CA-2016-153038;2021-03-18;2021-03-25;Standard Class;RB-19645;OFF-EN-10000461
4994;CA-2016-153038;2021-03-18;2021-03-25;Standard Class;RB-19645;OFF-LA-10004008
4995;CA-2016-153038;2021-03-18;2021-03-25;Standard Class;RB-19645;FUR-FU-10000221
4996;CA-2015-132227;2020-02-02;2020-02-08;Standard Class;SZ-20035;OFF-BI-10000962
4997;CA-2018-155824;2022-06-08;2022-06-13;Standard Class;KS-16300;OFF-AP-10000390
4998;CA-2018-155824;2022-06-08;2022-06-13;Standard Class;KS-16300;OFF-BI-10000014
4999;CA-2017-129238;2021-05-01;2021-05-05;Standard Class;SC-20050;TEC-PH-10004120
5000;CA-2017-129238;2021-05-01;2021-05-05;Standard Class;SC-20050;OFF-PA-10002764
5001;CA-2018-159688;2022-08-05;2022-08-10;Standard Class;AB-10060;TEC-AC-10000736
5002;CA-2017-136126;2021-08-22;2021-08-22;Same Day;EH-14125;OFF-SU-10000898
5003;CA-2017-136126;2021-08-22;2021-08-22;Same Day;EH-14125;OFF-PA-10004327
5004;CA-2017-155033;2022-01-05;2022-01-10;Standard Class;CC-12475;OFF-PA-10000143
5005;CA-2015-156006;2019-07-29;2019-07-31;Second Class;TM-21010;TEC-AC-10002550
5006;CA-2016-158659;2021-02-08;2021-02-12;Second Class;SC-20695;OFF-ST-10003306
5007;CA-2016-169796;2021-02-07;2021-02-12;Standard Class;Dp-13240;TEC-MA-10000045
5008;CA-2016-169796;2021-02-07;2021-02-12;Standard Class;Dp-13240;OFF-ST-10001505
5009;CA-2016-102876;2020-12-06;2020-12-13;Standard Class;LR-17035;OFF-BI-10004781
5010;CA-2016-102876;2020-12-06;2020-12-13;Standard Class;LR-17035;TEC-PH-10002680
5011;CA-2016-102876;2020-12-06;2020-12-13;Standard Class;LR-17035;OFF-BI-10000848
5012;US-2018-139647;2022-08-09;2022-08-11;First Class;TS-21370;FUR-BO-10004467
5013;US-2018-160465;2022-10-19;2022-10-24;Standard Class;SW-20350;OFF-BI-10001670
5014;US-2018-160465;2022-10-19;2022-10-24;Standard Class;SW-20350;OFF-ST-10000136
5015;US-2018-160465;2022-10-19;2022-10-24;Standard Class;SW-20350;TEC-PH-10004522
5016;CA-2015-153850;2020-02-22;2020-02-27;Standard Class;TH-21100;FUR-FU-10002960
5017;CA-2015-153850;2020-02-22;2020-02-27;Standard Class;TH-21100;TEC-PH-10002584
5018;CA-2015-127558;2020-02-13;2020-02-16;First Class;SS-20410;FUR-FU-10002505
5019;CA-2015-127558;2020-02-13;2020-02-16;First Class;SS-20410;TEC-AC-10003832
5020;CA-2015-127558;2020-02-13;2020-02-16;First Class;SS-20410;OFF-SU-10002537
5021;CA-2018-136511;2022-06-21;2022-06-23;Second Class;MZ-17515;OFF-SU-10003505
5022;CA-2017-133795;2022-03-18;2022-03-24;Standard Class;JE-15475;TEC-AC-10001465
5023;CA-2017-133795;2022-03-18;2022-03-24;Standard Class;JE-15475;TEC-AC-10003832
5024;CA-2017-133795;2022-03-18;2022-03-24;Standard Class;JE-15475;FUR-FU-10003731
5025;US-2018-130953;2022-10-27;2022-11-01;Standard Class;RF-19735;OFF-BI-10004828
5026;US-2018-130953;2022-10-27;2022-11-01;Standard Class;RF-19735;TEC-PH-10003012
5027;US-2018-130953;2022-10-27;2022-11-01;Standard Class;RF-19735;OFF-AP-10002311
5028;US-2018-130953;2022-10-27;2022-11-01;Standard Class;RF-19735;FUR-CH-10004626
